ID	QMARKS	PERIOD	APOSTRO	COLON	QUOTE	QMARK	SEMIC	COMMA	EXCLAM	PARENTH	ALLPCT	DASH	OTHERP	
4020	0.0000	10.0000	10.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	50.0000	20.0000	0.0000	
11051	100.0000	1.4493	1.4493	0.0000	0.0000	1.4493	0.0000	0.0000	1.4493	0.0000	8.6957	0.0000	2.8986	
15871	66.6667	5.1282	0.0000	0.0000	0.0000	5.1282	0.0000	5.1282	0.0000	0.0000	20.5128	0.0000	5.1282	
15881	0.0000	3.2086	0.0000	1.0695	7.4866	0.5348	0.5348	2.6738	0.5348	3.2086	113.3690	5.8824	88.2353	
20551	28.5714	3.1447	0.6289	0.0000	1.2579	1.2579	0.0000	6.9182	0.0000	0.6289	15.7233	0.6289	1.2579	
20601	0.0000	5.8824	0.0000	1.1765	0.0000	0.0000	0.0000	1.1765	0.0000	0.0000	9.4118	1.1765	0.0000	
1071	0.0000	0.0000	12.5000	6.2500	0.0000	0.0000	0.0000	25.0000	0.0000	0.0000	43.7500	0.0000	0.0000	
1111	0.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	0.0000	
1601	0.0000	9.5238	0.0000	0.0000	0.0000	0.0000	0.0000	9.5238	0.0000	0.0000	28.5714	9.5238	0.0000	
320	0.0000	10.3448	0.0000	3.4483	0.0000	0.0000	0.0000	3.4483	0.0000	3.4483	24.1379	0.0000	3.4483	
1661	0.0000	6.4516	12.9032	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	25.8065	6.4516	0.0000	
380	0.0000	0.0000	0.0000	14.2857	0.0000	0.0000	0.0000	7.1429	0.0000	0.0000	28.5714	0.0000	7.1429	
7391	14.2857	6.3725	0.9804	0.4902	1.9608	0.9804	0.0000	1.4706	0.9804	2.4510	20.5882	0.0000	4.9020	
7431	0.0000	3.4091	2.2727	0.0000	0.0000	0.0000	0.0000	7.9545	0.0000	2.2727	26.1364	2.2727	7.9545	
7461	0.0000	4.6218	3.3613	0.0000	3.3613	0.0000	0.0000	4.2017	0.8403	2.1008	23.1092	0.0000	4.6218	
7521	0.0000	8.3333	2.0833	1.0417	0.0000	0.0000	0.0000	7.2917	0.0000	0.0000	21.8750	0.0000	3.1250	
7551	0.0000	12.3529	0.0000	3.5294	16.4706	0.0000	0.0000	1.1765	0.5882	0.0000	94.7059	4.7059	55.8824	
2810	25.0000	4.3011	2.1505	0.0000	0.0000	1.0753	0.0000	5.3763	1.0753	5.3763	31.1828	1.0753	10.7527	
7661	0.0000	9.0909	1.6529	0.0000	0.0000	0.0000	0.0000	2.4793	0.0000	0.0000	33.8843	0.8264	19.8347	
7761	0.0000	2.7132	0.7752	0.3876	0.0000	0.0000	0.0000	4.6512	0.0000	0.3876	10.0775	0.7752	0.3876	
7831	0.0000	8.3744	0.9852	0.9852	0.9852	0.0000	0.0000	6.4039	0.4926	2.4631	32.0197	0.0000	11.3300	
7921	0.0000	5.6075	0.9346	0.0000	0.0000	0.0000	0.0000	3.7383	0.0000	0.0000	10.2804	0.0000	0.0000	
2830	12.5000	8.6546	0.7081	16.6011	7.2384	0.0787	9.4414	12.6672	0.0000	10.5429	99.6066	16.2864	17.3879	
8601	0.0000	5.5556	5.5556	0.0000	0.0000	0.0000	0.0000	2.7778	0.0000	0.0000	13.8889	0.0000	0.0000	
13091	0.0000	4.2254	1.4085	0.0000	0.0000	0.0000	0.0000	1.4085	2.8169	0.0000	9.8592	0.0000	0.0000	
13191	0.0000	9.4421	0.0000	1.2876	0.0000	0.0000	0.0000	6.0086	0.8584	1.2876	26.6094	0.4292	7.2961	
13261	0.0000	9.0000	3.0000	1.0000	0.0000	0.0000	0.0000	3.0000	0.0000	0.0000	19.0000	1.0000	2.0000	
13371	0.0000	5.4688	5.4688	0.7812	0.0000	0.0000	0.0000	2.3438	0.0000	0.7812	18.7500	0.7812	3.1250	
5390	0.0000	8.3333	0.0000	0.0000	0.0000	0.0000	0.0000	5.5556	0.0000	0.0000	19.4444	0.0000	5.5556	
13431	0.0000	8.8235	2.9412	0.0000	0.0000	0.0000	0.0000	5.8824	0.0000	0.0000	20.5882	0.0000	2.9412	
14441	0.0000	8.2192	0.0000	0.0000	0.0000	0.0000	0.0000	2.7397	2.7397	0.0000	16.4384	1.3699	1.3699	
18181	0.0000	28.5714	0.0000	4.7619	0.0000	0.0000	0.0000	4.7619	0.0000	0.0000	95.2381	33.3333	23.8095	
4751	0.0000	6.8966	0.0000	0.0000	0.0000	0.0000	0.0000	13.7931	0.0000	0.0000	27.5862	0.0000	6.8966	
10501	50.0000	4.4118	0.0000	8.8235	0.0000	1.4706	0.0000	2.9412	0.0000	2.9412	26.4706	2.9412	2.9412	
15831	0.0000	10.8108	0.0000	12.1622	2.7027	0.0000	0.0000	6.7568	1.3514	2.7027	51.3514	4.0541	10.8108	
20341	0.0000	10.8108	1.3514	6.7568	0.0000	0.0000	0.0000	2.7027	0.0000	2.7027	52.7027	4.0541	24.3243	
20411	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	20.0000	0.0000	20.0000	0.0000	0.0000	
20481	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.3333	0.0000	33.3333	0.0000	0.0000	
20531	0.0000	6.1224	2.0408	0.0000	0.0000	0.0000	0.0000	2.0408	0.0000	0.0000	12.2449	2.0408	0.0000	
20571	0.0000	10.7143	7.1429	0.0000	0.0000	0.0000	0.0000	7.1429	0.0000	0.0000	28.5714	0.0000	3.5714	
1061	0.0000	4.5455	0.0000	4.5455	0.0000	0.0000	4.5455	4.5455	0.0000	4.5455	27.2727	4.5455	0.0000	
1131	33.3333	3.2258	1.6129	0.0000	0.0000	1.6129	0.0000	0.0000	0.0000	1.6129	12.9032	1.6129	3.2258	
1441	0.0000	5.4054	0.0000	0.0000	0.0000	0.0000	0.0000	5.4054	0.0000	2.7027	18.9189	0.0000	5.4054	
1451	0.0000	3.7037	0.0000	0.0000	0.0000	0.0000	3.7037	3.7037	0.0000	0.0000	11.1111	0.0000	0.0000	
2291	0.0000	5.6338	1.4085	0.0000	0.0000	0.0000	0.0000	2.8169	0.0000	0.0000	9.8592	0.0000	0.0000	
7371	10.0000	3.7234	0.0000	0.5319	0.0000	0.5319	0.0000	4.7872	0.5319	0.0000	12.7660	2.1277	0.5319	
13051	11.1111	5.5901	1.8634	0.0000	2.4845	0.6211	0.0000	4.9689	0.0000	0.0000	18.6335	2.4845	0.6211	
13571	0.0000	8.3333	16.6667	0.0000	0.0000	0.0000	0.0000	8.3333	0.0000	0.0000	41.6667	0.0000	8.3333	
18161	0.0000	3.7915	1.8957	0.4739	1.8957	0.0000	0.0000	5.2133	0.0000	0.0000	16.5877	3.3175	0.0000	
18171	0.0000	4.5455	0.0000	0.0000	3.0303	0.0000	0.0000	6.0606	0.0000	0.0000	21.2121	0.0000	7.5758	
7160	0.0000	3.8462	7.6923	0.0000	0.0000	0.0000	0.0000	3.8462	0.0000	3.8462	23.0769	0.0000	3.8462	
18191	0.0000	7.2727	0.0000	0.0000	0.0000	0.0000	0.0000	5.4545	0.0000	0.0000	18.1818	0.0000	5.4545	
18201	0.0000	3.6145	2.4096	0.0000	0.0000	0.0000	0.0000	4.8193	0.0000	0.0000	13.2530	2.4096	0.0000	
18231	0.0000	4.0541	1.3514	2.0270	2.7027	0.0000	0.0000	5.4054	0.0000	0.0000	26.3514	3.3784	7.4324	
18381	27.2727	2.4000	2.1333	0.2667	0.0000	1.0667	0.2667	4.5333	0.0000	1.0667	16.5333	2.4000	2.4000	
20741	0.0000	3.4722	1.3889	0.0000	0.0000	0.0000	0.0000	2.0833	0.0000	0.0000	7.6389	0.6944	0.0000	
4711	0.0000	5.5556	1.3889	1.3889	8.3333	0.0000	0.0000	1.3889	0.0000	0.0000	19.4444	1.3889	0.0000	
10481	0.0000	6.3636	0.0000	5.4545	3.6364	0.0000	0.0000	5.4545	0.0000	0.9091	26.3636	3.6364	0.9091	
10511	100.0000	2.7027	0.0000	2.0270	14.8649	6.0811	0.0000	4.0541	0.0000	0.0000	93.2432	0.0000	63.5135	
3840	0.0000	12.5000	0.0000	0.0000	0.0000	0.0000	0.0000	25.0000	0.0000	0.0000	37.5000	0.0000	0.0000	
10531	0.0000	5.1282	0.0000	2.5641	7.6923	0.0000	0.0000	0.0000	2.5641	0.0000	51.2821	15.3846	17.9487	
15781	0.0000	8.7719	3.5088	1.7544	0.0000	0.0000	0.0000	1.7544	0.0000	0.0000	42.1053	14.0351	12.2807	
17871	0.0000	4.9020	1.7157	0.2451	1.4706	0.0000	0.0000	4.6569	0.0000	0.9804	27.2059	1.9608	11.2745	
20241	0.0000	5.7143	2.8571	1.9048	3.8095	0.0000	0.0000	0.9524	0.9524	1.9048	30.4762	1.9048	10.4762	
20391	0.0000	8.0645	0.0000	0.0000	3.2258	0.0000	0.0000	1.6129	3.2258	0.0000	17.7419	0.0000	1.6129	
7630	0.0000	7.3171	2.4390	0.0000	0.0000	0.0000	0.0000	2.4390	0.0000	2.4390	21.9512	0.0000	7.3171	
1041	0.0000	3.5088	1.7544	0.0000	0.0000	0.0000	1.7544	5.2632	0.0000	0.0000	12.2807	0.0000	0.0000	
1081	0.0000	7.6923	0.0000	7.6923	0.0000	0.0000	0.0000	11.5385	0.0000	0.0000	73.0769	26.9231	19.2308	
120	0.0000	0.0000	6.6667	0.0000	0.0000	0.0000	6.6667	6.6667	0.0000	6.6667	40.0000	0.0000	13.3333	
140	0.0000	0.0000	0.0000	7.1429	0.0000	0.0000	0.0000	7.1429	0.0000	0.0000	28.5714	7.1429	7.1429	
1101	0.0000	3.4483	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.4483	0.0000	0.0000	
160	0.0000	5.5556	5.5556	2.7778	0.0000	0.0000	0.0000	11.1111	0.0000	0.0000	27.7778	0.0000	2.7778	
230	0.0000	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	
7321	40.0000	3.8462	1.2821	0.0000	0.0000	2.5641	0.0000	5.1282	0.0000	0.0000	14.1026	0.0000	1.2821	
7331	0.0000	5.8824	5.8824	0.0000	0.0000	0.0000	0.0000	5.8824	0.0000	0.0000	19.6078	1.9608	0.0000	
7351	0.0000	50.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	50.0000	0.0000	0.0000	
7451	0.0000	22.2222	0.0000	0.0000	0.0000	0.0000	0.0000	11.1111	0.0000	0.0000	44.4444	0.0000	11.1111	
7501	16.6667	12.0690	1.7241	0.0000	0.0000	1.7241	0.0000	3.4483	0.0000	0.0000	20.6897	1.7241	0.0000	
7631	0.0000	28.5714	14.2857	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	42.8571	0.0000	0.0000	
13041	14.2857	5.1095	1.4599	1.4599	0.0000	0.7299	0.0000	5.8394	0.0000	0.0000	15.3285	0.0000	0.7299	
13071	0.0000	5.0000	0.0000	1.2500	0.0000	0.0000	0.0000	0.0000	1.2500	0.0000	10.0000	1.2500	1.2500	
5490	0.0000	4.5455	0.0000	4.5455	0.0000	0.0000	0.0000	0.0000	0.0000	4.5455	22.7273	0.0000	9.0909	
13361	0.0000	4.8387	3.2258	0.0000	0.0000	0.0000	0.0000	1.6129	1.6129	0.0000	11.2903	0.0000	0.0000	
14961	0.0000	5.4348	2.1739	0.0000	0.0000	0.0000	0.0000	2.1739	0.0000	0.0000	11.9565	0.0000	2.1739	
18121	0.0000	8.6957	2.1739	0.0000	8.6957	2.1739	0.0000	8.6957	0.0000	2.1739	36.9565	2.1739	2.1739	
4601	12.5000	5.2083	0.5208	1.5625	7.2917	0.5208	0.0000	5.7292	1.5625	0.5208	28.6458	0.0000	5.7292	
10471	0.0000	6.1856	3.0928	0.0000	0.0000	0.0000	0.0000	5.1546	0.0000	0.0000	20.6186	3.0928	3.0928	
11651	0.0000	5.5901	0.0000	0.6211	0.0000	0.0000	0.0000	4.9689	0.0000	1.8634	19.8758	1.8634	4.9689	
11991	33.3333	4.1958	2.7972	0.0000	1.3986	2.0979	0.6993	4.1958	0.0000	1.3986	20.9790	0.0000	4.1958	
4430	0.0000	8.3333	0.0000	0.0000	0.0000	0.0000	0.0000	8.3333	0.0000	0.0000	25.0000	0.0000	8.3333	
12381	0.0000	5.2632	5.2632	1.3158	2.6316	0.0000	0.0000	13.1579	0.0000	0.0000	34.2105	0.0000	6.5789	
12391	0.0000	4.8611	3.4722	0.6944	0.0000	0.0000	0.0000	5.5556	0.0000	0.6944	20.8333	2.7778	2.7778	
4770	0.0000	9.0909	0.0000	0.0000	0.0000	0.0000	0.0000	4.5455	0.0000	0.0000	18.1818	4.5455	0.0000	
6330	0.0000	2.6667	0.0000	0.0000	0.0000	0.0000	0.0000	1.3333	0.0000	1.3333	9.3333	1.3333	2.6667	
6950	10.0000	2.0101	2.0101	2.5126	2.0101	0.5025	0.5025	3.0151	2.0101	1.5075	27.6382	1.0050	10.5528	
6960	9.0909	4.9774	0.9050	0.0000	0.0000	0.4525	0.0000	6.3348	0.0000	0.4525	17.1946	0.9050	3.1674	
6980	0.0000	7.2464	1.4493	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	14.4928	1.4493	4.3478	
14751	0.0000	2.9412	8.2353	0.5882	0.0000	0.0000	0.0000	5.2941	0.0000	0.5882	20.5882	1.1765	1.7647	
6180	7.1429	6.7308	6.4103	0.3205	0.6410	0.3205	0.0000	6.0897	0.3205	1.2821	27.8846	0.3205	5.4487	
6200	0.0000	2.9412	11.7647	0.0000	0.0000	0.0000	0.0000	5.8824	2.9412	0.0000	32.3529	5.8824	2.9412	
6730	0.0000	7.8125	3.1250	0.0000	0.0000	0.0000	0.0000	6.2500	0.0000	0.0000	21.8750	0.0000	4.6875	
16191	33.3333	9.3750	0.0000	0.0000	0.0000	3.1250	0.0000	0.0000	0.0000	0.0000	12.5000	0.0000	0.0000	
16321	0.0000	3.3333	2.2222	0.0000	0.0000	0.0000	0.0000	4.4444	0.0000	0.0000	10.0000	0.0000	0.0000	
16861	0.0000	6.2500	0.0000	1.2500	0.0000	0.0000	0.0000	6.2500	1.2500	0.0000	15.0000	0.0000	0.0000	
17181	0.0000	5.9701	5.9701	0.0000	2.9851	0.0000	0.0000	1.4925	0.0000	1.4925	20.8955	0.0000	2.9851	
7030	0.0000	6.1856	5.1546	0.0000	0.0000	0.0000	0.0000	1.0309	1.0309	0.0000	18.5567	0.0000	5.1546	
17581	0.0000	5.9880	1.1976	0.0000	3.5928	0.0000	0.0000	2.3952	0.5988	0.5988	17.3653	0.5988	2.3952	
7020	0.0000	4.0323	4.4355	0.4032	2.4194	0.0000	0.0000	4.4355	0.0000	2.8226	23.3871	1.2097	3.6290	
7040	50.0000	4.4199	3.3149	0.0000	0.0000	0.5525	0.0000	4.4199	0.0000	0.0000	18.7845	1.1050	4.9724	
17691	0.0000	5.8824	0.0000	0.0000	0.0000	0.0000	0.0000	1.9608	0.0000	0.0000	9.8039	0.0000	1.9608	
15741	20.0000	8.8496	0.8850	1.7699	0.0000	0.8850	0.0000	8.8496	0.0000	0.0000	33.6283	2.6549	9.7345	
15761	0.0000	9.0909	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.0909	0.0000	0.0000	
15791	0.0000	6.2500	0.0000	0.0000	0.0000	0.0000	0.0000	6.2500	0.0000	0.0000	12.5000	0.0000	0.0000	
15801	0.0000	8.3333	0.0000	0.0000	0.0000	8.3333	0.0000	0.0000	0.0000	0.0000	41.6667	8.3333	16.6667	
6820	0.0000	9.0909	0.0000	0.0000	9.0909	0.0000	0.0000	0.0000	0.0000	0.0000	20.4545	0.0000	2.2727	
15971	0.0000	4.4444	4.4444	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.8889	0.0000	0.0000	
15991	50.0000	3.5714	1.1905	0.0000	9.5238	2.3810	0.0000	4.7619	0.0000	2.3810	27.3810	0.0000	3.5714	
6710	0.0000	5.1020	2.0408	0.0000	0.0000	0.0000	1.0204	3.0612	0.0000	0.0000	11.2245	0.0000	0.0000	
6830	0.0000	4.0000	2.0000	2.0000	0.0000	0.0000	0.0000	6.0000	0.0000	2.0000	20.0000	0.0000	4.0000	
16001	33.3333	2.8986	2.8986	0.0000	0.0000	1.4493	0.0000	5.7971	0.0000	0.0000	15.9420	1.4493	1.4493	
6700	0.0000	4.7619	0.0000	0.0000	0.0000	0.0000	0.0000	4.7619	0.0000	0.0000	9.5238	0.0000	0.0000	
18131	0.0000	13.3333	0.0000	0.0000	6.6667	0.0000	0.0000	3.3333	0.0000	0.0000	26.6667	0.0000	3.3333	
20171	0.0000	4.8544	0.0000	0.9709	0.0000	0.0000	0.0000	1.9417	1.9417	0.9709	11.6505	0.0000	0.9709	
1031	0.0000	5.4545	0.0000	3.6364	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.3636	0.0000	7.2727	
1261	0.0000	17.6471	0.0000	0.0000	0.0000	0.0000	0.0000	5.8824	0.0000	0.0000	23.5294	0.0000	0.0000	
1271	0.0000	7.1429	0.0000	0.0000	0.0000	0.0000	0.0000	10.7143	3.5714	0.0000	32.1429	0.0000	10.7143	
1681	0.0000	7.5000	5.0000	0.0000	0.0000	0.0000	0.0000	7.5000	0.0000	0.0000	22.5000	2.5000	0.0000	
560	0.0000	18.1818	9.0909	9.0909	0.0000	0.0000	0.0000	36.3636	9.0909	0.0000	100.0000	9.0909	9.0909	
880	0.0000	11.7647	5.8824	0.0000	11.7647	0.0000	0.0000	5.8824	0.0000	0.0000	35.2941	0.0000	0.0000	
1640	0.0000	11.1111	0.0000	0.0000	0.0000	0.0000	0.0000	7.4074	0.0000	0.0000	29.6296	0.0000	11.1111	
1980	0.0000	2.7778	5.5556	2.7778	0.0000	0.0000	0.0000	8.3333	2.7778	2.7778	41.6667	2.7778	13.8889	
1701	0.0000	16.0000	0.0000	0.0000	4.0000	0.0000	0.0000	4.0000	0.0000	0.0000	24.0000	0.0000	0.0000	
2050	0.0000	16.6667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	22.2222	0.0000	5.5556	
1791	0.0000	10.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	3.3333	0.0000	23.3333	0.0000	0.0000	
450	33.3333	12.5000	0.0000	0.0000	0.0000	62.5000	0.0000	0.0000	0.0000	0.0000	75.0000	0.0000	0.0000	
990	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.3333	0.0000	0.0000	33.3333	0.0000	0.0000	
1370	100.0000	8.0000	0.0000	5.3333	0.0000	44.0000	0.0000	1.3333	0.0000	10.6667	117.3333	0.0000	48.0000	
1851	0.0000	23.5294	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	23.5294	0.0000	0.0000	
1891	0.0000	8.8235	5.8824	0.0000	0.0000	0.0000	0.0000	5.8824	2.9412	0.0000	23.5294	0.0000	0.0000	
460	100.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	
1030	0.0000	5.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.5000	1.2500	0.0000	13.7500	0.0000	0.0000	
1931	0.0000	11.7647	0.0000	0.0000	11.7647	0.0000	0.0000	11.7647	0.0000	0.0000	47.0588	0.0000	11.7647	
890	0.0000	19.0476	0.0000	4.7619	0.0000	0.0000	0.0000	4.7619	0.0000	0.0000	42.8571	0.0000	14.2857	
1941	0.0000	7.1429	7.1429	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	19.0476	0.0000	4.7619	
1040	33.3333	3.6364	0.0000	0.0000	0.0000	1.8182	0.0000	5.4545	1.8182	0.0000	16.3636	0.0000	3.6364	
1110	0.0000	7.0175	5.2632	0.0000	0.0000	0.0000	0.0000	3.5088	0.0000	0.0000	15.7895	0.0000	0.0000	
1740	0.0000	6.0606	6.0606	0.0000	0.0000	0.0000	0.0000	6.0606	0.0000	0.0000	21.2121	0.0000	3.0303	
1991	0.0000	25.0000	7.1429	0.0000	0.0000	0.0000	0.0000	3.5714	3.5714	0.0000	46.4286	0.0000	7.1429	
2031	0.0000	4.5455	4.5455	0.0000	0.0000	0.0000	0.0000	9.0909	0.0000	0.0000	18.1818	0.0000	0.0000	
2181	0.0000	3.8462	1.9231	0.0000	0.0000	0.0000	0.0000	3.8462	0.0000	0.0000	11.5385	0.0000	1.9231	
1060	0.0000	2.7778	0.0000	0.0000	0.0000	0.0000	0.0000	2.7778	2.7778	2.7778	13.8889	0.0000	2.7778	
2231	0.0000	10.5263	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.5263	0.0000	0.0000	
2241	0.0000	3.9216	7.8431	0.0000	0.0000	0.0000	0.0000	1.9608	1.9608	0.0000	15.6863	0.0000	0.0000	
2251	0.0000	7.5000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	22.5000	0.0000	5.0000	
2261	0.0000	7.2165	6.1856	0.0000	0.0000	0.0000	0.0000	4.1237	1.0309	0.0000	20.6186	2.0619	0.0000	
2301	0.0000	4.8387	3.2258	0.0000	0.0000	0.0000	0.0000	6.4516	1.6129	0.0000	20.9677	0.0000	4.8387	
1070	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.6667	0.0000	16.6667	0.0000	0.0000	
1530	0.0000	25.0000	25.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	50.0000	0.0000	0.0000	
2321	0.0000	8.0000	8.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	20.0000	0.0000	4.0000	
900	0.0000	16.0000	4.0000	4.0000	0.0000	0.0000	0.0000	4.0000	0.0000	0.0000	40.0000	0.0000	12.0000	
970	0.0000	11.1111	3.7037	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	22.2222	0.0000	7.4074	
2331	0.0000	7.4074	0.0000	0.0000	0.0000	0.0000	0.0000	5.5556	0.0000	0.0000	18.5185	0.0000	5.5556	
580	75.0000	3.7037	0.0000	0.0000	0.0000	11.1111	0.0000	0.0000	0.0000	0.0000	18.5185	3.7037	0.0000	
590	0.0000	9.0909	4.5455	0.0000	0.0000	0.0000	0.0000	9.0909	0.0000	0.0000	27.2727	0.0000	4.5455	
1340	0.0000	3.5088	3.5088	0.0000	0.0000	0.0000	0.0000	5.2632	0.0000	1.7544	19.2982	0.0000	5.2632	
1630	0.0000	8.6957	8.6957	0.0000	0.0000	0.0000	0.0000	4.3478	4.3478	0.0000	30.4348	0.0000	4.3478	
2351	0.0000	6.3830	3.1915	0.0000	0.0000	0.0000	0.0000	6.3830	0.0000	1.0638	19.1489	0.0000	2.1277	
2361	0.0000	5.8824	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.8824	0.0000	0.0000	
1670	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.1429	7.1429	0.0000	21.4286	0.0000	7.1429	
2371	0.0000	3.7037	3.7037	0.0000	0.0000	0.0000	0.0000	3.7037	3.7037	0.0000	25.9259	0.0000	11.1111	
2411	0.0000	7.0423	1.4085	0.0000	0.0000	0.0000	0.0000	7.0423	0.0000	1.4085	25.3521	1.4085	7.0423	
2461	0.0000	4.7619	9.5238	2.3810	0.0000	0.0000	0.0000	7.1429	0.0000	0.0000	30.9524	0.0000	7.1429	
2501	0.0000	7.9365	3.1746	0.0000	0.0000	0.0000	0.0000	1.5873	0.0000	0.0000	14.2857	0.0000	1.5873	
2511	0.0000	7.8947	2.6316	0.0000	0.0000	0.0000	0.0000	5.2632	0.0000	2.6316	21.0526	0.0000	2.6316	
2521	0.0000	5.2632	7.8947	0.0000	0.0000	0.0000	0.0000	2.6316	5.2632	0.0000	21.0526	0.0000	0.0000	
2531	0.0000	3.7037	11.1111	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	18.5185	0.0000	3.7037	
2541	0.0000	3.6364	5.4545	0.0000	0.0000	0.0000	0.0000	0.0000	1.8182	0.0000	18.1818	0.0000	7.2727	
2551	0.0000	4.3478	0.0000	0.0000	0.0000	0.0000	0.0000	4.3478	0.0000	0.0000	8.6957	0.0000	0.0000	
2591	0.0000	8.3333	4.1667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.6667	4.1667	0.0000	
2611	0.0000	5.1282	1.2821	1.2821	0.0000	0.0000	0.0000	10.2564	0.0000	0.0000	21.7949	2.5641	1.2821	
2661	0.0000	4.4444	2.2222	0.0000	0.0000	0.0000	0.0000	2.2222	0.0000	0.0000	13.3333	2.2222	2.2222	
2701	0.0000	8.3333	5.5556	0.0000	0.0000	0.0000	0.0000	5.5556	0.0000	0.0000	22.2222	0.0000	2.7778	
2871	0.0000	6.4516	1.6129	1.6129	0.0000	0.0000	0.0000	3.2258	1.6129	0.0000	17.7419	0.0000	3.2258	
2891	0.0000	10.4167	6.2500	0.0000	0.0000	0.0000	0.0000	2.0833	2.0833	0.0000	22.9167	0.0000	2.0833	
2901	0.0000	8.3333	0.0000	0.0000	0.0000	0.0000	0.0000	25.0000	0.0000	0.0000	33.3333	0.0000	0.0000	
1970	0.0000	7.3171	0.0000	0.0000	0.0000	0.0000	0.0000	2.4390	2.4390	0.0000	26.8293	0.0000	14.6341	
2931	0.0000	15.7895	0.0000	0.0000	0.0000	0.0000	0.0000	10.5263	0.0000	0.0000	26.3158	0.0000	0.0000	
2941	0.0000	16.6667	0.0000	0.0000	0.0000	0.0000	8.3333	8.3333	0.0000	0.0000	33.3333	0.0000	0.0000	
2951	0.0000	4.4444	2.2222	0.0000	0.0000	0.0000	0.0000	8.8889	2.2222	0.0000	33.3333	2.2222	13.3333	
2971	0.0000	10.7143	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.5714	0.0000	17.8571	0.0000	3.5714	
2981	0.0000	6.0606	4.5455	1.5152	0.0000	0.0000	0.0000	3.0303	1.5152	1.5152	27.2727	0.0000	9.0909	
700	0.0000	8.3333	0.0000	0.0000	33.3333	0.0000	0.0000	0.0000	8.3333	0.0000	50.0000	0.0000	0.0000	
2991	0.0000	9.5238	1.5873	0.0000	0.0000	0.0000	0.0000	11.1111	0.0000	1.5873	26.9841	0.0000	3.1746	
3001	0.0000	2.7523	4.5872	0.0000	0.0000	0.0000	0.0000	5.5046	0.0000	0.9174	14.6789	0.0000	0.9174	
3011	0.0000	4.4118	5.8824	0.0000	0.0000	0.0000	0.0000	7.3529	0.0000	1.4706	20.5882	0.0000	1.4706	
3021	0.0000	7.8125	0.0000	0.0000	0.0000	0.0000	0.0000	4.6875	0.0000	0.0000	18.7500	0.0000	6.2500	
810	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	33.3333	33.3333	0.0000	66.6667	0.0000	0.0000	
3031	0.0000	10.5263	0.0000	0.0000	0.0000	0.0000	0.0000	2.6316	0.0000	0.0000	21.0526	0.0000	7.8947	
3051	0.0000	6.2500	6.2500	0.0000	0.0000	0.0000	0.0000	6.2500	0.0000	2.0833	25.0000	2.0833	2.0833	
3061	0.0000	7.6923	0.0000	0.0000	0.0000	0.0000	0.0000	11.5385	0.0000	0.0000	26.9231	0.0000	7.6923	
3071	0.0000	3.8462	0.0000	0.0000	2.5641	0.0000	0.0000	2.5641	2.5641	0.0000	24.3590	1.2821	11.5385	
820	0.0000	0.0000	0.0000	50.0000	0.0000	0.0000	0.0000	0.0000	50.0000	0.0000	150.0000	0.0000	50.0000	
